theta,mean_final,std_final
0.05,1.0,0.0
0.1111111111111111,1.0,0.0
0.17222222222222222,1.0,0.0
0.23333333333333328,1.0,0.0
0.2944444444444444,1.0,0.0
0.3555555555555555,0.7375,0.35772720053135465
0.4166666666666666,0.475,0.343693177121688
0.4777777777777777,0.625,0.375
0.5388888888888889,0.25,0.0
0.6,0.25,0.0
